produce,temperature,humidity,voc,latitude,longitude,city,outside_temp,setpoint,cooler,heater,alert,optimal_setpoint,predicted_shelf_life_days
0,5.416810007612516,92.20053705852433,1011,24.704268,83.243744,5,25.021635530500347,3.9978364469499654,1,0,0,3.9571119190289257,80.34801911416409
1,12.187427528813082,87.33453187211943,2350,27.710741,82.71139,5,22.174555708458357,13.0,0,1,0,13.432809864903327,75.79617663909755
0,3.4071536220664145,94.6658290900267,2427,21.789527,78.158393,1,11.054655450078396,4.0,0,1,0,4.028731582351668,81.64922039714746
0,2.5255273208006095,88.24130908784392,2281,11.224344,84.209085,2,12.193377722901344,4.0,0,1,0,3.9374154316355487,74.4761188916506
1,14.900652716331873,86.50708415881049,926,27.90372,71.52,2,12.116654859733952,13.0,1,0,0,13.13135678122714,77.67704064895267
0,2.809444984700728,94.47215625593165,811,21.680488,80.462275,2,30.97059253350646,3.402940746649354,0,1,0,2.994074211511646,94.09870773189081
0,3.315058606089158,90.18680754497068,541,14.664538,72.63477,2,24.598469704609023,4.0,0,1,0,3.57852404478476,94.66034561304399
1,11.241049302345944,84.4807114012453,531,9.28101,73.160781,5,24.729993774474373,13.0,0,1,0,13.211410456392812,77.64138845953131
1,13.6188635335013,82.67151504212889,1742,27.036268,75.727989,4,19.70719521540203,13.0,1,0,0,12.50802403861765,80.1816050511635
1,12.203356464335299,86.05926598931084,2946,20.52435,72.211315,0,18.064235152673888,13.0,0,1,1,12.780054353097626,79.50302111237673
1,13.549356706577917,87.11981763339335,2000,16.287409,82.915194,1,33.37179357312342,12.162820642687658,1,0,0,12.22030199728887,76.70945290710952
0,4.8033817395361424,86.33235359707133,2557,21.374565,83.78958,4,33.27006400108825,3.172993599891175,1,0,1,2.7098411852374045,66.27959445701262
0,3.123973896462394,85.88726435484276,1541,31.072797,72.738211,4,28.721194132171235,3.6278805867828767,0,1,0,3.505945279217933,88.47528617244461
0,1.1454984275485232,92.50010447643326,1919,26.820577,79.221306,3,34.93893706178633,3.0061062938213667,0,1,0,2.9112294204042644,72.74769007144259
0,2.5181508290404317,92.59071273584969,2347,8.990812,76.230122,4,27.334121600196227,3.766587839980377,0,1,0,3.452099495969665,78.92551333070767
1,12.456550451473063,85.26551158942242,639,16.93179,73.981417,3,27.12320422573569,12.787679577426431,0,1,0,12.58307043091038,95.53980020562682
0,5.817330878686205,85.81313398095658,2565,15.34464,79.983567,5,6.279267577447088,4.0,1,0,1,4.387867974329172,72.88037095642967
0,3.8521794769563624,90.11645165032131,702,9.035663,80.935509,0,19.268231994665477,4.0,0,1,0,3.791050010677507,95.87870533721144
1,11.108124269713345,88.35668394427209,2582,9.844766,79.57187,0,7.494833503475418,13.0,0,1,1,13.171082374847455,66.46041894865891
1,14.211151260951855,86.76604415118817,941,9.603114,78.270131,5,6.13659938634279,13.0,1,0,0,13.13624582598804,84.54594565036184
1,12.233065961901527,85.20663166820482,2174,31.994244,76.295982,5,28.509553211518075,12.649044678848192,0,1,0,12.609786672110113,85.36279289791413
1,13.77959067334349,86.76754433268083,1867,15.372654,77.913565,4,9.929315933876094,13.0,1,0,0,13.19119748206254,84.7810680871905
1,12.41084026848564,83.02733795721275,729,31.034537,73.265885,2,22.37036729351257,13.0,0,1,0,13.079157142581067,89.67183125904573
1,12.514973492029494,82.76575053447732,1890,19.244115,84.287724,3,27.840580222441176,12.715941977755882,0,1,0,12.844051637458406,87.25921854571088
1,13.68034955378391,88.91199632869476,2985,9.576209,81.759725,1,16.066052200089885,13.0,1,0,1,12.809596639276357,76.36747085492446
1,13.160606959836734,81.86262583607649,2641,15.114616,80.310983,2,34.04323648583252,12.095676351416747,1,0,1,12.360185792721436,78.79078832884703
0,5.196479960863266,87.88069319662507,1491,28.083277,73.437014,2,10.40336934964517,4.0,1,0,0,3.8291695973364246,78.87189636473158
0,2.810609026472845,94.46365190131297,2785,25.740624,82.742027,3,34.637796466104064,3.0362203533895937,0,1,1,2.902268324879627,85.15840701593218
1,13.157951478547659,81.19110299520406,1191,21.637846,82.60947,1,14.963266011435058,13.0,1,0,0,12.979377153850711,92.25925675303053
1,12.12488959991978,85.17178136233125,2396,21.633716,77.778113,0,32.96253963429358,12.203746036570642,0,1,0,12.700639809295463,82.26249790624315
1,12.797567089111489,80.13287417686143,867,24.356332,72.047106,4,15.135461597129472,13.0,0,1,0,13.052410323286617,93.11656765824873
0,4.457404660453998,90.33111825023224,2762,29.614245,73.252418,0,7.867485649669677,4.0,1,0,1,4.448421583489023,86.10016923035025
0,5.958338900262543,89.29401027690193,1982,13.113756,84.463703,1,18.87746864870948,4.0,1,0,0,4.462370223321762,75.1303132305922
1,11.429298083943948,89.99826579031804,584,14.643591,75.163105,0,30.68284052782615,12.431715947217384,0,1,0,12.653010323995474,84.84287759948474
0,4.892610783137411,89.5439570312481,682,8.898261,71.236625,2,20.829727847708945,4.0,1,0,0,3.5560414054024765,83.22430622265065
0,1.8324242926429553,89.22688951737373,2958,23.429167,81.746971,1,29.36280709879783,3.563719290120217,0,1,1,3.260641203822326,70.92783088820629
1,13.624220786373662,86.84854526078115,2976,22.826922,84.470996,3,14.454443855439948,13.0,1,0,1,13.455715110639654,83.43494324265991
1,12.331698836895612,88.67294923300092,1465,29.813661,84.979141,4,8.564445136161092,13.0,0,1,0,13.374454255042538,82.24744581853074
1,12.88899990024829,82.50497615731452,2984,8.998993,70.518364,3,8.66447556703304,13.0,0,1,1,12.94363273402114,84.5336716622715
1,12.011686640015363,80.65059652055898,589,15.456402,76.289364,0,19.704835461010944,13.0,0,1,0,13.434301677154043,82.8288496286132
0,4.938760324973051,92.66355868441723,2301,23.254819,82.434971,1,9.209450880270818,4.0,1,0,0,4.1090659709581825,80.19805645985132
0,2.13550014915967,88.64080559820015,1179,13.460503,72.955925,2,23.91790120118307,4.0,0,1,0,3.877384587727729,76.68615561431942
0,5.214306603620838,87.9449952639533,2429,19.238761,74.627518,0,16.80413027167261,4.0,1,0,0,3.961006109107767,75.32199505486929
1,14.607461236892199,81.93422016426109,1342,23.93665,71.321466,5,8.31411962211752,13.0,1,0,0,12.791723850126337,75.13262613234139
0,2.636477253085079,89.82493736856884,957,25.090852,71.18887,4,7.7037628506114455,4.0,0,1,0,4.127983596204018,80.29993656881061
0,4.089387989973222,93.21637544468791,707,29.731447,74.206925,0,19.916335082100332,4.0,1,0,0,4.347986380404304,93.87901609568918
1,13.95398657729639,85.55767594973874,2073,17.416558,80.101742,1,28.73277649048585,12.626722350951415,1,0,0,13.074168523511151,80.8368194621476
1,14.485173912932389,84.70392631586759,545,30.820084,82.250214,1,25.949088011871027,12.905091198812897,1,0,0,13.179348530922917,84.21674617990529
1,14.372596186396724,89.76935480136743,2510,15.50961,79.004235,4,14.731625849335193,13.0,1,0,1,12.530724268492458,69.03128082095735
0,5.218100366409963,87.65718305975226,629,12.568261,78.631383,3,6.217534019465564,4.0,1,0,0,4.197061256790026,86.64460890380063
1,14.544611706627084,82.09642863282158,2834,8.601691,76.957388,2,22.43796167301823,13.0,1,0,1,13.482321127358356,75.20709420731272
0,2.2539362930370905,94.90640121697872,2850,25.443747,81.811176,1,17.97978043733943,4.0,0,1,1,3.8896054634609865,69.39330829576105
1,12.260991904821298,86.53814508629654,1909,19.768141,83.005645,0,34.68277168408885,12.031722831591114,1,0,0,11.547601864804227,83.32109959982928
0,4.491073830989418,89.61738546842251,2269,25.335407,71.866557,2,19.838682799392416,4.0,1,0,0,4.053569059236154,84.27995228246736
0,5.989147790127333,92.74531762186571,2756,30.666179,70.769618,0,21.637270822252198,4.0,1,0,1,4.252404603873478,68.85256813746145
0,4.5526791687929435,93.06351069259097,1259,11.966848,71.817283,5,10.180693986541883,4.0,1,0,0,3.6237566724828634,84.41577503689919
1,11.211161683758494,88.1408421211956,701,21.528735,78.546611,1,28.56071182851203,12.643928817148797,0,1,0,12.949877464080972,79.10784219677522
1,11.475022103717837,81.25321782328956,2695,10.09368,72.25225,4,22.454752770405793,13.0,0,1,1,12.85020098859291,72.77321115124928
1,12.135955068629684,87.15627910035658,2927,25.879265,72.510104,3,31.072237914726504,12.39277620852735,0,1,1,12.55988093582623,81.12574132803454
1,13.322369737198555,89.2883779832751,2937,31.0851,70.562376,5,8.350483384048223,13.0,1,0,1,13.308913758162177,85.18044020963622
0,3.7497622603627527,90.56313103047489,2468,28.215066,82.319397,4,8.665831211116277,4.0,0,1,0,3.5275573716585615,85.43795111295809
0,3.924249861603074,91.25894147160862,2387,29.8855,77.871055,1,29.527535843635363,3.547246415636464,1,0,0,4.041170959980579,86.89578901622495
0,5.184108169966212,88.68989240894264,671,21.9024,78.210673,4,20.874563395162212,4.0,1,0,0,3.55023506946415,80.30626899497938
0,2.194607012654021,87.39975695456961,608,20.496175,82.776794,1,31.442300246392037,3.355769975360796,0,1,0,3.406955023235712,84.83651989418308
1,11.086854989437443,80.49474993761999,2952,16.700291,84.900757,3,20.314725535178738,13.0,0,1,1,13.168398063826773,64.4245692561067
0,2.0796425580355726,94.07618904877381,1899,24.945694,77.882692,5,24.260566221161344,4.0,0,1,0,4.298152035471377,68.31990522564195
0,4.451950100088881,85.91594599496719,972,23.074995,83.303196,2,16.25717675506699,4.0,1,0,0,3.8113442263919635,88.73394126303083
1,13.426402639403713,84.04587358379524,1240,15.561677,79.170487,2,5.935984205618254,13.0,1,0,0,13.461763326036255,93.44639313367458
1,12.099151981668847,85.0744941150165,2446,13.33084,73.986954,2,6.43500222385379,13.0,0,1,0,13.349443715649524,75.26708266019322
1,12.926044628710436,88.54333975444762,2256,19.866779,77.402235,4,11.689547358442812,13.0,0,1,0,12.94010211789235,88.57942510818086
1,12.56384458391616,81.11684847298282,1779,12.548788,76.159803,5,13.107512217889859,13.0,0,1,0,13.325659128978316,83.48685454937844
0,4.204855953761831,86.70385783378876,1555,9.052719,77.350783,2,24.132391446336456,4.0,1,0,0,4.285137683507413,91.42218270254418
0,3.9816870765911427,93.00867047963386,2427,25.12003,77.564418,2,23.857925918523957,4.0,0,1,0,4.367320171501413,84.00866905089728
0,3.439584773963984,87.31350200291189,742,10.475242,83.941559,0,8.446984430449225,4.0,0,1,0,4.16033758939066,89.08247184573325
0,4.081302585770279,88.40066541643678,2224,17.018199,74.310388,0,22.224542650082736,4.0,1,0,0,3.753824041818476,85.60521456048197
1,13.739918752435884,88.63279019800284,1449,18.795933,84.045341,5,10.060376084591711,13.0,1,0,0,12.902010825794646,84.37592073358762
1,14.75095629728546,80.05250658031572,1016,21.206046,73.55271,4,11.91791796496755,13.0,1,0,0,13.37795210018547,81.1899580290001
1,14.883788378017687,87.21882295459882,2097,27.103514,78.302999,3,17.75949885942957,13.0,1,0,0,12.773124424259152,68.40836046241465
0,5.343842814648124,86.82392214168024,2124,20.343443,72.379667,5,8.309470703649815,4.0,1,0,0,4.17874940091324,77.72906586265117
1,12.137196830645543,88.10382922166892,1579,22.989756,77.506782,1,16.799690655580825,13.0,0,1,0,12.960203735229987,83.87493095415556
0,1.2950219930853053,94.03243611865342,2398,14.123955,82.273179,0,33.9679741761269,3.10320258238731,0,1,0,2.7442004134091866,73.5182157967612
1,13.174495657657285,81.07190589888016,2490,17.243891,76.584438,0,34.15941564622334,12.084058435377667,1,0,0,12.184948259441947,77.65452601784662
0,5.457891979215724,91.51608519423574,1218,27.672046,70.055602,2,23.045399884318194,4.0,1,0,0,3.7546148464461395,76.87722867230416
1,14.555675825582284,80.12480477998271,682,27.686679,75.244901,3,6.442285693504948,13.0,1,0,0,12.820497277883826,79.23821452301542
1,12.198556581323054,85.19351579782196,2719,27.769223,72.460901,4,14.196678346681772,13.0,0,1,1,13.145595151473346,76.93461429849708
0,5.300258382624433,94.31899564027302,1471,30.002926,82.704395,4,14.210743475138726,4.0,1,0,0,3.690767495219335,76.55009112594901
1,13.539703945682865,83.64884509489804,2204,22.479381,80.492389,0,12.581062321078775,13.0,1,0,0,13.122124543192676,84.80420597509811
0,5.81697660269311,91.1313673403179,1557,25.750616,75.985363,4,24.98025729043219,4.0,1,0,0,4.418292769411221,78.22816166718111
1,13.66997265948861,82.02132749678378,1520,28.032713,79.534489,5,19.36828633289859,13.0,1,0,0,13.356594241871203,89.26621582382593
1,13.531997054513239,85.42401404821958,1991,26.555043,70.620324,1,33.7955079693393,12.12044920306607,1,0,0,12.371346913537367,78.43849859024128
0,2.7719552255972917,85.72716265007757,2071,10.403245,74.793461,1,33.636073574289796,3.1363926425710202,0,1,0,3.045359803554648,86.91095422042643
1,12.993257125918994,82.36651107652249,2829,27.185222,70.483176,3,30.120865160455544,12.487913483954445,1,0,1,12.023620362362298,76.15863236443305
1,13.243024500042386,88.25184391447053,1926,16.289469,81.204899,3,7.284944576976205,13.0,1,0,0,13.212724588828467,90.06700088786081
1,11.49697127664997,82.83049141347054,1712,22.527559,80.047637,0,16.775253380938832,13.0,0,1,0,13.055345071619456,75.85626205030515
0,3.3293948587464923,92.17092623503947,2715,14.759794,70.004243,4,25.309262979554,3.9690737020446,0,1,1,3.5543343452669167,84.17560513479576
0,2.521103817836573,93.32801355999386,1677,8.855154,82.928266,1,6.314102475852196,4.0,0,1,0,4.296515235176132,73.8608858266044
1,13.748558581816148,80.30548288981679,974,30.36102,81.917123,5,15.3687770741236,13.0,1,0,0,12.74400811855443,85.0844953673828
1,11.193397638360901,85.81406775879199,2878,27.627999,79.877109,3,23.203920716704467,13.0,0,1,1,13.059145297471671,66.9525234088923
0,2.027092380633211,88.55652346305645,2495,30.697509,84.605429,5,15.8022196405383,4.0,0,1,0,3.559582391662521,72.2000998897069
0,3.741623390074247,89.73488599389029,1318,11.672909,71.311981,3,21.64270151616094,4.0,0,1,0,3.586276939676628,91.85653549602381
0,3.4022906243501105,86.39981678126453,939,20.793113,72.242766,5,5.951909828121295,4.0,0,1,0,3.6865249039570207,92.4626572039309
0,2.332769563285711,94.07367539070417,1832,10.765317,73.260797,0,13.46081406258416,4.0,0,1,0,4.233112300713082,71.83657262572629
0,4.01316327988887,86.09199715630615,2972,24.596335,84.649699,4,24.44624404000031,4.0,1,0,1,3.9017074293621645,84.02544149473295
1,11.778260569042235,88.88268212409734,2318,11.697598,78.688006,3,34.540435472064964,12.045956452793504,0,1,0,12.315969600292059,83.03290968750176
0,3.093915285589233,86.92612170574144,1844,28.994749,71.582709,2,10.069408994810544,4.0,0,1,0,3.9594385290808845,82.12476756508349
0,5.82078029848425,90.95498956847693,2767,12.528256,72.615264,0,12.53593850862087,4.0,1,0,1,3.9554623928448724,67.51182094360622
1,12.411756000523527,88.21425137722376,2176,20.884176,76.315188,4,6.393951383701969,13.0,0,1,0,13.283574931675926,80.40181068847602
0,1.956946484742328,91.6123759692278,747,16.170669,84.177906,4,30.567480367996502,3.4432519632003498,0,1,0,3.536588912171395,80.46857572570933
0,5.0371790477697385,89.42940541544164,1760,28.743789,81.083932,5,32.74496147009517,3.225503852990483,1,0,0,2.826763853286417,69.0958480551668
1,12.717054709168696,84.2425689319578,2641,15.586332,82.264138,1,10.6287937089344,13.0,0,1,1,12.610765170437524,85.73210461268827
0,4.422764859186005,90.27165977155127,2332,22.050966,75.562429,3,27.694997691867023,3.7305002308132975,1,0,0,3.6289604243495828,80.40195565163579
1,12.587124132935793,80.63589502761184,803,28.282678,83.496393,5,25.881840686382652,12.911815931361735,0,1,0,12.527757244251406,95.39133111315613
0,3.874011336487887,87.4008587272681,878,21.376758,73.684956,0,31.441183951698548,3.355881604830145,1,0,0,3.30835568480763,89.95344348319743
0,2.6172830451233273,94.49668733801501,2906,8.251172,70.678835,3,11.857718726961124,4.0,0,1,1,4.111763378243273,70.52519666880055
1,13.762823386448279,80.09597308319253,1838,19.756269,82.903457,0,17.359212168032695,13.0,1,0,0,13.163712906273133,84.81889519824855
1,14.461288352789413,89.71426241752705,1574,21.339447,82.152458,5,7.842569113119188,13.0,1,0,0,12.784322928737916,75.36034575948503
1,14.117624854931702,80.6358176384249,1450,21.961169,70.751992,4,16.99139396573878,13.0,1,0,0,13.332209056043562,84.8958420111186
0,2.221480005344042,86.85099845316725,2458,13.9922,81.421187,3,14.739667597665006,4.0,0,1,0,4.429933845648904,65.62546159695138
1,13.640756522736918,85.34540543982197,2412,9.579597,76.756282,2,19.380862886097113,13.0,1,0,0,12.555423883239373,77.08667360502454
1,10.369743402483486,89.33359733434476,2755,11.093954,84.023304,2,33.507779122693904,12.14922208773061,0,1,1,11.975859740548303,70.16383661935183
0,4.591931888994095,93.66862845997169,2293,23.210971,82.297676,2,32.391576552762515,3.2608423447237485,1,0,0,2.763481659027182,70.25049770033087
1,12.033434205592464,80.41758382590685,963,8.387881,83.753527,1,22.593120390006852,13.0,0,1,0,13.44670315270449,81.05231052887973
0,4.826445788930396,93.90812278053,1987,23.861367,84.999609,5,10.74207769266693,4.0,1,0,0,3.8560772996471235,80.36131510716727
1,11.502880124285596,85.31648760585992,1673,30.696241,83.96771,0,7.154574908235228,13.0,0,1,0,12.638970273763661,80.27409850521936
0,2.9981798647668065,93.33852067843111,733,23.139726,81.632012,5,17.711811161380734,4.0,0,1,0,3.6252790841849167,90.06400780581889
0,2.5862791704270927,86.6896741065065,1528,9.581171,84.991734,5,33.394161681861604,3.1605838318138395,0,1,0,3.492939959526838,83.29339210900255
0,4.68097761399388,93.97934538366593,2270,23.900663,77.064989,4,7.910504829888065,4.0,1,0,0,4.08170180161151,82.6572418761763
1,11.628033594169636,84.91829747020486,1204,30.916638,78.86703,2,21.350378471521747,13.0,0,1,0,12.714102830891747,83.1193076327789
0,2.594120340913586,86.05223346585386,1934,14.436256,84.651271,2,7.393514900761654,4.0,0,1,0,3.6577446272645395,79.69375713649046
1,12.8002356712771,88.33377423351732,1200,8.592247,83.475072,3,15.868794623802447,13.0,0,1,0,13.421623628430064,87.78612042847037
0,5.474628109906603,93.34468539555397,1620,11.621076,71.438345,3,21.407729595036894,4.0,1,0,0,3.9636247364980584,76.78996626591456
1,11.873439440876687,80.72230781658979,732,23.623874,71.105483,1,17.14852835410158,13.0,0,1,0,13.451726398990509,80.55713041886179
0,2.1845379091376507,93.58278500056521,2715,22.497163,71.757382,5,29.897042688130075,3.5102957311869925,0,1,1,3.095057565365085,77.31980343772565
0,4.211895301707112,85.6295267582438,1464,11.546477,79.297431,0,20.23043007804247,4.0,1,0,0,3.882181242178569,89.38285940471457
0,2.5968622992957684,94.59592979199532,2718,13.881172,75.636088,2,16.454507882540447,4.0,0,1,1,3.886631618168188,73.5123068112758
0,3.145179983288692,89.99357606247497,2821,28.99381,76.446398,1,11.623348850234573,4.0,0,1,1,4.2495223035532925,74.85157679735399
1,11.903274924887317,88.0521886324863,2086,25.451107,77.90342,4,7.516336299122109,13.0,0,1,0,12.619597041665296,82.4067788322202
1,11.909205925503043,87.94140773089849,1056,28.541991,83.461306,0,14.613020180500415,13.0,0,1,0,13.261164382658032,81.2004154284501
1,14.43881057476274,89.11484657966918,821,13.491934,75.289185,4,26.068934964946177,12.893106503505383,1,0,0,12.462935314103122,76.1362473934038
0,4.202435489535221,92.08543411184664,2025,17.853328,76.922006,5,30.604784179345575,3.4395215820654426,1,0,0,3.2146537552593637,79.99718265724142
0,5.486708605632096,92.87960268549217,1824,24.184657,70.608702,0,15.254888542305295,4.0,1,0,0,4.394546803541224,79.95838197909127
1,14.743962364514807,81.67495043353398,874,27.289012,83.502305,5,12.522639196253074,13.0,1,0,0,13.231808461862922,80.50846097348114
0,2.2256483164316574,90.36039341405737,1300,27.788582,75.333535,5,27.193328465032824,3.780667153496718,0,1,0,4.144743825915951,74.30904490515707
1,11.348793168120142,82.79477894917915,1422,9.158948,70.378316,2,19.42329207521774,13.0,0,1,0,13.379599112777623,72.5819405534252
1,14.13800140313602,81.3694634353544,1117,16.803411,79.944718,2,27.38311633212359,12.761688366787642,1,0,0,12.492835566298366,77.96334163162346
0,3.0544228769494914,87.3345250783616,1769,16.8979,71.494309,1,17.299396105708702,4.0,0,1,0,3.78145017779343,83.88472699156061
1,12.430994230821423,84.73836056275627,2761,19.409129,71.369241,0,6.670597927345046,13.0,0,1,1,12.951592483671503,80.98901747149921
1,13.72356867913986,89.52193736302188,1020,29.61013,78.55036,1,19.75606499961237,13.0,1,0,0,12.89642980912081,86.62861129980952
1,12.738392852925667,83.98196645262365,1193,8.199299,73.130909,5,22.731738747628793,13.0,0,1,0,13.489581603339099,86.52311249586567
1,11.164513775355488,80.16399491468886,1813,25.64789,76.586518,5,26.084132342691156,12.891586765730885,0,1,0,12.784076632672944,74.73937142682544
0,2.3181787143804597,91.06857439620765,1556,13.89735,78.816564,5,8.355280407160052,4.0,0,1,0,4.431920619405376,71.08258094975083
1,12.68564325736105,86.57630383575439,1218,24.149274,75.872796,0,18.074818358570642,13.0,0,1,0,12.88921641292911,91.8742684443194
1,12.378182488729985,86.97715369377438,1846,8.406226,78.165221,4,19.17747464165831,13.0,0,1,0,13.34317119119913,81.12011297530856
1,10.403783825688894,88.75809855847629,1598,12.803148,83.138145,3,34.19348233877339,12.08065176612266,0,1,0,12.268470429245827,73.36313396443067
0,4.608615925419235,88.49955004150745,2753,10.107581,73.496064,4,5.373667219048267,4.0,1,0,1,4.257985008293362,82.72869082874128
0,2.853415347472098,87.21740894380433,2789,25.308776,75.818078,0,31.656920472241016,3.3343079527758985,0,1,1,2.916754909693922,85.42160437778176
1,14.305892391919796,86.46805746094785,518,30.211144,81.59925,2,18.13190890853629,13.0,1,0,0,13.170905865759602,86.06013473839806
0,3.5776130894943385,87.85532244147792,1262,25.505344,76.253186,2,11.347423612786695,4.0,0,1,0,4.101635782795458,88.44977306698881
1,13.115466429970667,85.93334869362597,833,31.215333,81.041148,2,24.84428425769533,13.0,1,0,0,13.407486210238831,92.91480219731835
1,14.364838545435891,88.23995852034548,1157,20.284149,77.473154,2,21.19315297115441,13.0,1,0,0,13.196907227099162,82.53568681663272
1,14.870171870357039,83.7420192596761,1107,25.251116,72.057209,2,17.762579388472425,13.0,1,0,0,12.786858751339738,73.63186880982698
0,3.275147457542583,88.58945851811609,1046,27.156331,71.790465,5,24.009564818420145,4.0,0,1,0,4.373684803558394,83.78462653984188
1,12.63856849838823,80.39890465444662,1066,20.287783,82.622146,5,18.93421938143653,13.0,0,1,0,13.499436855148236,86.06131643239993
0,3.8245759705461766,94.53269033656669,2178,27.4716,75.587285,4,9.520027772389472,4.0,0,1,0,3.952405195073703,87.83170775472473
0,5.560383526762937,93.1022949210841,1320,20.757622,70.735567,5,8.050560227874708,4.0,1,0,0,3.7110984314590665,74.90714904696131
1,13.07927236434163,84.02047917402687,614,24.776844,80.139544,0,28.72966106600687,12.627033893399313,1,0,0,12.578181546530969,91.91909182189339
0,5.609752514503299,94.03498812071422,826,24.605174,80.889572,4,11.021619872802225,4.0,1,0,0,4.441681062796927,84.18928548293628
0,2.135911337479305,94.36048743653518,965,18.85552,82.41101,2,29.737698442305188,3.5262301557694813,0,1,0,3.146482587958637,85.06928749520668
0,5.417455680792331,89.27969786376201,2644,8.400777,73.600429,4,23.012764042040022,4.0,1,0,1,3.7610531612514495,70.21597480459118
1,12.15193801826393,88.15649053728036,604,31.187118,81.753506,5,23.34727794615616,13.0,0,1,0,12.971987173486045,88.77950844777885
0,4.066658245148271,94.90689280898717,1270,25.94143,83.358618,5,18.56513083260733,4.0,1,0,0,4.310828917141988,91.20829328006283
1,13.04111420765588,86.21434194921457,551,25.629101,74.27876,4,12.353249682342847,13.0,1,0,0,12.577252388099762,92.60638180443883
1,14.165050938880446,81.76497673554864,1298,23.331811,73.593123,4,22.681725154369786,13.0,1,0,0,12.904478015775112,80.90427076894666
1,11.858768338092396,85.54391540015486,2093,11.151427,77.17384,2,9.144749099812467,13.0,0,1,0,12.732010658101558,80.80257679990838
0,4.275306605748962,88.23594911521556,2526,22.386521,83.270924,2,13.39067767781646,4.0,1,0,1,4.491367253430288,85.20939352318675
1,11.500884423804033,86.19109213496104,781,24.215991,79.549223,3,25.214266868943465,12.978573313105654,0,1,0,13.31093170218101,77.99452721623022
0,2.851079904727453,93.99151893524022,2689,28.420012,71.350322,4,22.88291910989719,4.0,0,1,1,3.6593573815030846,78.47222523224369
1,12.76765004762483,88.8790870259192,548,31.744311,72.108704,4,33.81303048456961,12.11869695154304,1,0,0,12.192340998475805,91.50690950850975
0,3.2724692905073653,89.21275950331663,1171,10.236681,83.311903,4,21.8960170357669,4.0,0,1,0,4.285423248837115,84.0154604167025
1,12.809851204585904,85.33966221076432,701,26.216393,74.720866,3,25.12026807630509,12.987973192369491,0,1,0,13.404908317883052,90.54442886702853
0,3.3146989966439797,85.23135908513197,1763,11.785485,76.892209,3,32.63646036255071,3.2363539637449295,1,0,0,2.9032930493277087,87.07094052683729
0,2.1962281474035374,86.29200490397146,1892,14.462317,80.321941,3,23.599027664968254,4.0,0,1,0,4.258869459059745,69.91358688343793
0,5.30283892602796,89.2268683903821,1652,15.128249,71.466158,3,30.216885457336385,3.4783114542663616,1,0,0,3.0563473380075123,69.27508411979552
1,14.666654682448327,81.79477779396389,804,26.875076,74.345606,0,13.364408508176135,13.0,1,0,0,12.640190228066137,75.7153554561781
0,3.227245811546172,94.77940357060766,1777,11.615149,79.112039,0,17.32742976465348,4.0,0,1,0,4.466408523376854,78.72337288169318
0,4.113152273472673,89.75646565336562,1505,8.595433,83.934919,2,30.00339111132234,3.499660888867766,1,0,0,3.189876462443098,83.24224188970425
1,14.990018996888175,83.18359760606344,2684,10.587013,72.390567,3,18.233840880303905,13.0,1,0,1,12.81493345926433,64.82914462376155
1,12.806087655010604,82.81778679035294,1400,15.464125,76.08194,0,8.000015641466302,13.0,0,1,0,12.756802104896051,92.50714449885447
1,12.692584543144687,85.49694411088463,1650,29.865965,70.91958,2,12.787169149793204,13.0,0,1,0,13.220037313149003,86.47547229995683
0,4.304367466448103,90.96965272206427,1429,23.242127,75.89653,3,28.687595064157506,3.6312404935842495,1,0,0,4.050291307737416,90.31423841289313
1,12.06808935652987,84.3498460700239,907,28.512833,76.314532,5,31.324655068540757,12.367534493145925,0,1,0,12.683242736530302,89.31346619999567
0,4.541371395462165,89.7299375877991,999,26.358947,83.423488,1,24.17670061099969,4.0,1,0,0,4.068130015382937,90.27258619920771
0,2.262154873471909,92.44611675688007,2187,14.401343,72.075652,3,22.81690208964049,4.0,0,1,0,3.968996028773055,71.99658844698854
1,11.009991241374074,86.52198661867388,2659,18.573422,77.279177,5,19.242764035557187,13.0,0,1,1,12.68405252034963,69.96438721024444
0,5.712978193837369,86.5084114424296,1072,24.312663,72.505209,5,27.1808679997858,3.78191320002142,1,0,0,3.71032562878702,74.61347434949651
1,12.67094387846656,88.88663898046606,1952,23.283375,72.362699,1,19.415508661502017,13.0,0,1,0,13.020496029269708,86.74447849196851
1,13.085451327839337,88.73521322330365,776,12.914111,77.693399,1,22.447159459939204,13.0,1,0,0,13.292486443769409,94.04964884069929
0,3.718479845849875,94.678494928191,2670,29.82176,84.805791,4,9.594268950425601,4.0,0,1,1,3.5186161239743363,84.65136278124461
0,5.7095836614453495,94.9444575958672,611,26.595565,72.118195,5,26.30723417523346,3.8692765824766537,1,0,0,3.6761765440163914,76.61092882571043
0,3.857727655206621,89.29028681534675,881,31.252845,71.214876,2,17.27903883529558,4.0,0,1,0,3.949783546420906,94.67444108785715
0,3.9003898589038513,93.41273345496963,1983,22.762305,81.343727,5,12.444886051902802,4.0,0,1,0,3.9787084615598935,89.30181397343956
1,13.700415305330349,85.94597010183344,2106,14.522556,81.549344,2,32.45808983304677,12.254191016695323,1,0,0,12.507886514262841,77.54471208932492
0,5.889647267885739,93.77083746518011,1397,21.440353,79.140624,0,23.98405940454489,4.0,1,0,0,4.449708274272207,78.61561006386468
1,12.195353927425838,80.33256510764868,855,18.851258,75.108605,3,27.541397403234562,12.745860259676544,0,1,0,12.52704477598182,92.40809151444019
